t/fdd529|Thirty Eight|Gouache and coloured pencil on book page
t/003c03|Morris Ten|Ink and wash on book page
t/a6b0a1|Thirty/Thirty-One|Coloured ink on book page
f/3389925567|45 years (XIV Peter Pan)|Ink on book page, 4 April 2007
