10004962513,579cd1
12134595424,473b60
12150855525,3f5765
12151553234,49fcd2
12560334185,a77d69
13163489605,9ae945
13163490165,9aeb75
13163495625,9b00c9
13164016114,a2f1f2
13164102104,a441d8
13202114293,e846f5
13202321924,eb7204
13374729335,322c77
13399196974,a7852e
13421766735,ffe84f
13504663415,f0cf77
13504935404,f4f5ec
13900666160,8b5530
13938529367,cd1457
13945305528,3479b8
13954036981,b9b4f5
13954330341,be2ee5
13956701795,e25e63
13972345569,d112e1
13993640133,1600c5
13997419386,4fab7a
13999079245,68ff4d
14020928842,b6654a
14032070704,606830
14039902154,d7e7ca
14056707101,d8541d
14061353142,1f38b6
14082482625,61a1c1
14115444295,589647
14137228332,a4fc2c
14186475739,9470db
14186801917,996afd
14188986816,bac1c0
14202010890,817d0a
14241635330,de1c02
14241635988,de1e94
14241681627,ded0db
14320159507,8c4b13
14341720977,d54b91
14387640614,91f926
14398031234,308582
14474171794,ba5592
14504651654,8b6b86
14659072168,bfb0a8
14659078777,bfca79
14944122074,bd34da
15124578110,7ebf3e
15308133101,6f92ed
15311300005,9fe5a5
15311301315,9feac3
1535859392,8b5ac0
1535859464,8b5b08
1535859482,8b5b1a
1535859526,8b5b46
1538048183,acc0b7
1538815964,ec310e
1538892158,44bb94
15458981183,6d553f
15467431438,ee460e
15573043232,39c820
15587493682,164732
15623930195,424153
15684403684,dd01e4
15943193450,49d36a
15944704207,60e0cf
15962544819,711ab3
16120593589,dcbcb5
16120975407,e2902f
16148024622,7f4d2e
16305838382,e7592e
16335128875,a6492b
16395576806,40a5e6
17090405219,aae363
17275937291,b9e20b
18392706653,4a6e5d
18825932730,1cefba
19013411265,49a1c1
2054847501,7a7c0d
2074347134,a4067e
20787804910,0cbaee
2084689746,41d752
2084691594,41de8a
2382949957,08ee45
2382950027,08ee8b
2382950073,08eeb9
2382950243,08ef63
23833036510,8f46de
2383780332,1599ec
2383780368,159a10
2383780690,159b52
2383780792,159bb8
25582639234,d81882
2596628813,c5694d
2596628915,c569b3
2596628979,c569f3
2597460920,d21bb8
2597460962,d21be2
2597461008,d21c10
26161676116,5b7f54
2683487372,ddc2ed
3094398853,70c785
3094399007,70c81f
3094419559,711867
3094419641,7118b9
3095239734,7d9c36
3095260668,7dedfc
3095260740,7dee44
3209294500,49f2a4
3224445397,3121d5
3224445813,312375
3224446365,31259d
3224460383,315c5f
3224474689,319441
3225315390,3e683e
3231074758,83147b
3234425646,c96b2e
3240047997,1f357d
3240048615,1f37e7
3240048827,1f38bb
3240049021,1f397d
3240667135,28a7ff
3240676985,28ce79
3240883880,2bf6a8
3240953873,2d0811
3240954727,2d0b67
3240959323,2d1d5b
3240961909,2d2775
3240978909,2d69dd
3240979901,2d6dbd
3240980451,2d6fe3
3240981115,2d727b
3240982625,2d7861
3240984885,2d8135
3240985889,2d8521
3240986789,2d88a5
3240987787,2d8c8b
3240988489,2d8f49
3240989097,2d91a9
3240989791,2d945f
3240992351,2d9e5f
3240994201,2da599
3240997585,2db2d1
3240998819,2db7a3
3241000679,2dbee7
3241001935,2dc3cf
3241003723,2dcacb
3241004531,2dcdf3
3241005905,2dd351
3241009893,2de2e5
3241011517,2de93d
3241013589,2df155
3241014611,2df553
3241019727,2e094f
3241024049,2e1a31
3241025563,2e201b
3241029017,2e2d99
3241030317,2e32ad
3241030905,2e34f9
3241031651,2e37e3
3241508826,357fda
3241783534,39b0ee
3241787524,39c084
3241793684,39d894
3241796384,39e320
3241815270,3a2ce6
3241816308,3a30f4
3241817524,3a35b4
3241823812,3a4e44
3241825028,3a5304
3241826538,3a58ea
3241828338,3a5ff2
3241829336,3a63d8
3241830516,3a6874
3241831446,3a6c16
3241831782,3a6d66
3241832906,3a71ca
3241834824,3a7948
3241836324,3a7f24
3241840892,3a90fc
3241841700,3a9424
3241842540,3a976c
3241844070,3a9d66
3241846058,3aa52a
3241849590,3ab2f6
3241850484,3ab674
3241851048,3ab8a8
3241854504,3ac628
3241855692,3acacc
3241858550,3ad5f6
3241861260,3ae08c
3241863656,3ae9e8
3241864242,3aec32
3241865026,3aef42
3241865708,3af1ec
3241867002,3af6fa
3241867840,3afa40
3241869028,3afee4
3241869640,3b0148
3262373087,73dcdf
3264500440,9452d8
3269166339,db8503
3269955948,e7916c
3269956760,e79498
3269957236,e79674
3269986744,e809b8
3273497583,1d9bef
3274464838,2c5e46
3308787179,3815eb
3308787989,381915
33088551266,3b3962
3309614254,44b4ae
3309614692,44b664
3311777425,65b691
3312611606,727116
3316003289,a631d9
3316003835,a633fb
3316354731,ab8eab
3316825884,b2bf1c
3316826648,b2c218
3316827162,b2c41a
3316827974,b2c746
3316828742,b2ca46
3328371762,62ec32
3328517447,652547
3328518537,652989
3329350748,71dc5c
3329389428,727374
3334273296,bcf910
3336481752,deabd8
3336533386,df758a
3342811191,3f4037
3344409601,57a401
3345245566,64657e
3345245948,6466fc
3351178541,beed2d
3351178813,beee3d
3351179477,bef0d5
3351382170,c2089a
3352005578,cb8bca
3360250229,495975
3360300115,4a1c53
3360387096,4b7018
3360388082,4b73f2
3361351486,5a273e
3361578077,5d9c5d
3367560612,b8e5a4
3367801733,bc9385
3368782775,cb8bb7
3368828515,cc3e63
3368881337,cd0cb9
3369349397,d43115
3369591782,d7e3e6
3369607312,d82090
3369610604,d82d6c
3369935525,dd22a5
3369969393,dda6f1
3370171596,e0bccc
3370572193,e6d9a1
3370756794,e9aaba
3371347743,f2af1f
3371861981,fa87dd
3371862423,fa8997
3372145140,fed9f4
3372145356,fedacc
3376144853,3be1d5
3376145243,3be35b
3376145635,3be4e3
3380193419,79a88b
3380201386,79c7aa
3381121484,87d1cc
3382507975,9cf9c7
3382508581,9cfc25
3382508915,9cfd73
3383360376,a9fb78
3383453140,ab65d4
3384803154,bfff52
3385328215,c80257
3385360913,c88211
3387151942,e3d646
3387534957,e9ae6d
3388343350,f60436
3389925207,0e2757
3389925567,0e28bf
3390739054,1a926e
3393137536,3f2b80
3393933895,4b5247
3401839625,c3f409
3402816282,d2db1a
3403067161,d6af19
3403877564,e30cbc
3404101448,e67748
3405965731,02e9a3
3408592911,2b000f
3410091738,41deda
3414708395,8850ab
3415519284,94b034
3419921033,d7da89
3419924675,d7e8c3
3420737760,e450e0
3423132975,08dd2f
3423930664,150928
3423944888,80cb04
3441872979,26d053
3442687470,333dee
3442717570,33b382
3442761980,3460fc
3444839263,54135f
3445678262,60e0b6
3449727822,9eab4e
3449729352,9eb148
3449950192,a20ff0
3452498571,c8f28b
3452499767,c8f737
3452500341,c8f975
3452501459,c8fdd3
3452501741,c8feed
3452502045,c9001d
3452503151,c9046f
3452787852,cd5c8c
3452834088,ce1128
3453289656,d504b8
3453312514,d55e02
3453313082,d5603a
3453313396,d56174
3453314808,d566f8
3453316506,d56d9a
3472552979,faf413
3472562553,fb1979
3472770895,fe474f
3473099563,034b2b
3473346460,070f9c
3473351536,072370
3476174588,3236fc
3486592656,d12e90
3488914995,f49e33
3489699114,00952a
3489699472,009690
3490187361,080861
3496040345,615799
3496855168,6dc680
3498347388,848b7c
3498606256,887eb0
3505252002,ede6a2
3505418274,f07022
3506324953,fe45d9
3512880740,624e64
3513481230,6b780e
3517053329,a1f991
3517788004,ad2f64
3517865290,ae5d4a
3517865824,ae5f60
3525655053,253a0d
3526463360,318f80
3527843844,46a004
3529470696,5f72e8
3529600331,616d4b
3530413760,6dd6c0
3530414680,6dda58
3530415086,6ddbee
3530415582,6dddde
3533319208,9a2c28
3535956802,c26b42
3535957076,c26c54
3535957330,c26d52
3539402405,f6fea5
3543152895,3038ff
3547331225,6ffa99
3547342545,7026d1
3547346537,703669
3548118094,7bfc4e
3549732126,949d1e
3553024231,c6d8e7
3582056049,81d671
3582060529,81e7f1
3582061873,81ed31
3590212986,fe4d7a
3592229301,1d11b5
3592527691,219f4b
3593457486,2fcf4e
3596909711,647c8f
3596986925,65aa2d
3600092034,950b82
3607947717,0ce9c5
3608771372,197b2c
3608786498,19b642
3614901046,770336
3614911966,772dde
3614936174,778c6e
3621911263,e1fadf
3621938160,e263f0
3621942596,e27544
3621969156,e2dd04
3622728468,ee7314
3628378560,44a9c0
3642997263,23ba0f
3643803024,300590
3643846856,30b0c8
3655997233,ea1731
3656760412,f5bc5c
3660981444,3624c4
3663135576,570358
3664318809,691159
3665138726,759426
3670717417,cab3e9
3672222897,e1acb1
3672223633,e1af91
3672224947,e1b4b3
3672225699,e1b7a3
3672270019,e264c3
3673031444,ee0314
3676294998,1fcf56
3677441009,314bf1
3677444397,31592d
3678046179,3a87e3
3678712638,44b33e
3683258039,8a0eb7
3683317735,8af7e7
3687150116,c57224
3692837983,1c3c5f
3697143839,5df01f
3700585787,92753b
3700843736,9664d8
3706722306,f01802
3709932426,21138a
3712763079,4c44c7
3718101468,9db9dc
3723399259,ee905b
3729122424,45e478
3739600628,e5c6f4
3743854444,26af6c
3756181474,e2c7e2
3767196124,8ad9dc
3772847294,e114be
3773831761,f01a51
3775537889,0a22e1
3775538615,0a25b7
3775539295,0a285f
3836590638,adba2e
3836594748,adca3c
3839536117,daabf5
3839935135,e0c29f
3844384169,24a5a9
3844384351,24a65f
3844384559,24a72f
3869236716,9fddec
3869237024,9fdf20
3871181403,bd8a5b
3871868578,c806a2
3876215395,0a5a63
3876216613,0a5f25
3878572095,2e503f
3879366142,3a6dfe
3881367468,58f7ac
3881631045,5cfd45
3884390701,87192d
3884526663,892c47
3884558021,89a6c5
3889348644,d2c024
3890399038,e2c73e
3892612571,048ddb
3900339411,7a74d3
3900386781,7b2ddd
3901157740,86f16c
3906952419,df5ce3
3906958173,df735d
3908568115,f80433
3908581607,f838e7
3909013705,fed0c9
3909021031,feed67
3909281720,02e7b8
3920081607,a7b2c7
3920370680,ac1bf8
3920395496,ac7ce8
3920855864,b38338
3920925580,b4938c
3922901514,d2ba0a
3923333177,d95039
3923380403,da08b3
3924087526,e4d2e6
3924102804,e50e94
3924129274,e575fa
3924136010,e5904a
3931117228,5016ac
3931747097,59b319
3933284889,712a19
3934780871,87fdc7
3934869123,895683
3935585938,944692
3936770579,a65a13
3938426952,bfa048
3945522226,2be432
3950699015,7ae207
3952095229,902ffd
3952520569,96ad79
3954911557,bb2945
3955684016,c6f2b0
3958333258,ef5f4a
3966294689,68daa1
3969460475,9928fb
3974812297,ead289
3975609898,f6fe2a
3976243247,00a82f
3979028529,2b2831
3979546032,330db0
3980816489,467069
3987218646,a820d6
3990041171,d33253
3990246709,d65535
3994385255,157b67
3996395120,342670
3997853306,4a667a
4006337008,cbd9f0
4007292865,da6fc1
4007445125,dcc285
4007569341,dea7bd
4007719537,e0f271
4008115378,e6fcb2
4016970099,6e1973
4019354306,927ac2
4020196582,9f54e6
4021655353,b59739
4021657269,b59eb5
4022082498,bc1bc2
4022253668,beb864
4022392898,c0d842
4024812597,e5c435
4035841220,8e0cc4
4035846004,8e1f74
4036957384,9f14c8
4056116553,c36d49
4058752591,eba64f
4059543104,f7b640
4070717805,a2396d
4106478429,c3e35d
4110401070,ffbe2e
4120974553,a114d9
4120993648,a15f70
4123176464,c2ae10
4123220998,c35c06
4128572883,1505d3
4130478622,321a1e
4134763053,737a2d
4135534536,7f3fc8
4136418019,8cbae3
4149796982,58e076
4156739329,c2cf01
4156746139,c2e99b
4170601229,96530d
4171350058,a1c02a
4171352286,a1c8de
4325631399,d3e5a7
4326393140,df8534
4336002568,722608
4336011568,724930
4336042496,72c200
4351038928,5795d0
4353367012,7b1be4
4372682924,a1d8ac
4392593401,d1a7f9
4396273502,09cf5e
4398790543,30378f
4412237630,fd673e
4426912258,dd5202
4427264198,e2b0c6
4432126593,2ce281
4449030722,2ed242
4459075615,c8181f
4459951384,d57518
4481710957,217b6d
4481729194,21c2aa
4484181502,472dfe
4495102980,edd404
4496016349,fbc3dd
4502875247,646c6f
4527860597,e1ab75
4529026850,f37722
4531307552,164420
4545483930,ee949a
4580709663,08151f
4580722469,084725
4581242267,10359b
4581313794,114d02
4589045477,8746e5
4589656098,909822
4589660714,90aa2a
4629214121,ec33a9
4629223771,ec595b
4631175853,0a22ad
4631771914,133b0a
4693237557,bd1f35
4693847920,c66f70
4693867300,c6bb24
4693876200,c6dde8
4713769809,f66b51
4714244304,fda8d0
4714645742,03c8ee
4716253173,1c4ff5
4716921236,268194
4717103579,2949db
4718287412,3b5a34
4721449291,6b994b
4726368345,b6a859
4747192936,f46a68
4748713055,0b9c5f
4748889524,0e4db4
4755864208,78ba90
4760864803,c50823
4761478662,ce6606
4761499296,ceb6a0
4763328282,ea9f1a
4764311239,f99ec7
4764508619,fca1cb
4771768215,6b6797
4774515611,95539b
4776795966,b81f3e
4777044014,bbe82e
4777884024,c8b978
4783775007,229d1f
4784320246,2aeef6
4788899473,70ce91
4814885022,fd509e
4916872869,1186a5
4917477556,1ac0b4
4956382698,6c65ea
4959089153,95b201
4959674230,9e9f76
4960306667,a845eb
4964712778,eb814a
4966425075,05a1f3
4971491219,52ef93
4973405204,702414
4973774340,75c604
4973916569,77f199
4974712771,8417c3
4979835282,d24192
4979853855,d28a1f
4979865899,d2b92b
4982297182,f7d25e
5010570635,a73d8b
5015176958,ed86fe
5018049201,195ab1
5057483270,731206
5127675529,a21e89
5128265698,ab1fe2
5128271982,ab386e
5128650782,b1001e
5183753243,f9cc1b
5183753549,f9cd4d
5183805121,fa96c1
5184351398,02eca6
5184387506,0379b2
5184387680,037a60
5184402994,03b632
5185132473,0ed7b9
5185725740,17e52c
5192240676,7b4e24
5195563521,ae0201
5196168720,b73e10
5196179940,b769e4
5201988359,100b07
5205192010,40ed4a
5205209462,413176
5230809543,c7d1c7
5231382664,d09088
5231382774,d090f6
5252508640,12ebe0
5309533244,790c3c
5319303113,0e1fc9
5319904362,174c6a
5322637149,40ff5d
5338449641,3246e9
5338625139,34f473
5339007921,3acbb1
5339273389,3ed8ad
5339276401,3ee471
5359535973,740765
5362539185,a1dab1
537461064,090148
5397398793,b5c509
5401955002,fb4aba
5421639884,27a8cc
5437852057,1f0999
5438396714,27592a
5442460925,655cfd
5442508753,6617d1
5451269941,ebc735
5451435887,ee4f6f
5454528886,1d8176
5457581307,4c14fb
5457592379,4c403b
5458165226,54fdea
5462969208,9e4b78
5467894564,e97324
5470264331,0d9c0b
5473967315,461cd3
5476539124,6d5af4
5476544572,6d703c
5478064207,84a04f
5478154457,8600d9
5482467930,c7d25a
5482782426,cc9eda
5488322611,212833
5494013162,77fcea
5521010436,13ef04
5528883846,8c1286
5531778920,b83f68
5536963872,075d20
5542200797,5745dd
5542790792,604688
561129372,72279c
561129384,7227a8
561129392,7227b0
561129434,7227da
5653538356,fa2634
5658999108,4d7944
5728148156,6c9abc
5844682001,edc651
6033350032,9d9d90
6155559381,e661d5
6258185116,04539c
6268281025,9e60c1
6268782864,a60910
6269554008,b1cd58
6307009690,ed549a
6314155687,5a5ea7
6315250953,6b1509
6341679260,fe589c
6588875841,ba4441
6678311887,0ef3cf
6678510673,11fc51
6678528643,124283
6716493037,558ced
6762025265,0c5131
6762033403,0c70fb
6762033671,0c7207
6794549815,fc9a37
6805332231,a12107
6807256104,be7c28
6816151803,4638fb
6816298646,487696
6825932834,db7822
6837503821,8c074d
6840142105,b44919
6847057286,1dcd86
6856231966,a9cc1e
6856804187,b2875b
6865889760,3d29e0
6870675988,863214
6877073720,e7d138
6888493140,961054
6914313956,200ee4
6925057151,c3fc7f
6947514089,1aa6e9
6953405319,748b87
6975294815,c28d5f
6989594071,9cbdd7
6999883102,39bd5e
7003205919,6c711f
7011925129,f17c89
7048971951,26c6af
7070768105,735be9
7089979695,98812f
7113337779,fcebb3
7153953439,68aa9f
7210255302,c3c3c6
741976716,39aa8c
7427763632,baadb0
7522857922,65b3c2
7525864372,9393b4
7529650200,cd5818
7544575446,b115d6
7567827346,13e192
7680239202,c72662
7680242816,c73480
7680245934,c740ae
7718280270,0b9c4e
7782892720,e584b0
8173177781,28cbb5
8176468436,5b01d4
8233712363,c47aeb
8237911486,048dbe
8248168520,a11048
8287715589,fc8105
8340869921,279321
8341936498,37d972
8386564817,e0d2d1
8386571979,e0eecb
8387925816,f59738
8388161903,f9316f
8394391549,583ffd
8396812637,7d315d
8416321797,a6e105
8416322203,a6e29b
8418674167,cac5f7
8419770608,db80f0
8462343586,651da2
8466632921,a690d9
8467695395,b6c723
8488946518,fb0b56
8699722918,8b3ca6
8703123323,bf1f7b
8707076866,fb7302
8708652255,137cdf
8731853504,7582c0
8747440407,635917
8747444929,636ac1
8748569494,749396
9200603365,6610e5
